id,city_id,title,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat
7934,3774,Mahnomen Country Club,Route 2,"Mahnomen, Minnesota 56557",56557,(218) 935-5188,9,,1929,Semi-Private,Open,None,Open: 4/15 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,2979,125,34.80,36,2421,121,34.10,,
7935,3775,Twenty Nine Pines Golf Course,2871 Sundberg,"Mahtowa, Minnesota 55707",55707,(218) 389-3136,9,Fred Branham,1974,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,34,1951,87,30.10,34,1951,96,31.60,,
7936,3776,Par d Executive at Terrace View Golf Course,Hwy 22 S,"Mankato, Minnesota 56001",56001,(507) 625-7665,9,,,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,27,1386,66,26.00,27,1116,65,25.90,,
7937,3776,Mankato Golf Club,Golf Club Rd,"Mankato, Minnesota 56002",56002,(507) 387-5636,18,William Langford &amp; Theodore J. Moreau,1925,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6215,130,70.20,71,5990,128,69.20,71,5009,126,68.90,,
7938,3776,Minneopa Golf Club,Route 9 S 169 &amp; 160,"Mankato, Minnesota 56001",56001,(507) 625-5777,9,,1930,Public,Open,None,Open: 4/02 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,,,,,33,2485,104,34.10,35,2422,110,33.70,,
7939,3776,Regulation at Terrace View Golf Course,Hwy 22 S,"Mankato, Minnesota 56001",56001,(507) 625-7665,9,,1973,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3304,118,35.50,36,3093,114,34.50,36,2464,110,34.00,,
7940,3777,Rush Creek Golf Club,7801 County Rd 101,"Maple Grove, Minnesota 55311",55311,(612) 494-8844,18,Bob Cupp &amp; John Fought,1996,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,7020,137,74.20,72,6223,131,70.00,72,5317,119,66.20,,
7941,3777,Sundance Golf Club,15240 113th Ave No,"Maple Grove, Minnesota 55369",55369,(612) 420-4700,18,,1965,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6415,127,70.70,72,6192,125,69.60,73,5456,126,71.60,,
7942,3778,Back Nine at Country View Golf Course,2926 N Hwy 61,"Maplewood, Minnesota 55109",55109,(651) 484-9809,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,No,No,,,,,27,1300,,,27,1300,,,,
7943,3778,Maple Hills Par d,907 Parkway Dr,"Maplewood, Minnesota 55106",55106,(651) 776-2226,9,John Binck,,Public,Open,None,Open: 3/29 Closed: 11/01,No,Yes,No,Yes,$,$,No,Yes,,,,,27,1158,,,27,1085,,,,
7944,3778,Front Nine at Country View Golf Course,2926 N Hwy 61,"Maplewood, Minnesota 55109",55109,(651) 484-9809,9,,1930,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,No,No,,,,,27,1368,,,27,1368,,,,
7945,3778,Goodrich Golf Course,1820 N Van Dyke St,"Maplewood, Minnesota 55109",55109,(651) 777-7355,18,,1957,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,70,6223,110,68.60,70,5900,107,67.20,72,5316,113,69.30,,
7946,3779,Marshall Golf Club,800 Country Club Dr,"Marshall, Minnesota 56258",56258,(507) 537-1622,18,,1982,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6601,130,71.60,72,6266,127,70.20,72,5136,124,70.20,,
7947,3780,Savanna Golf & Supper Club,Hist County Road 4,"McGregor, Minnesota 55760",55760,(218) 426-3117,9,,1978,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,36,3254,113,35.00,36,2623,111,34.70,,
7948,3781,Nine Hole at Rolling Green Country Club,400 Evergreen Ln,"Medina, Minnesota 55340",55340,(612) 478-6020,9,,,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,27,1175,,,27,1175,,,,
7949,3781,The Nine Hole at Baker National Golf Course,2935 Parkview Dr,"Medina, Minnesota 55340",55340,(612) 473-0800,9,Dr. Michael Hurdzan,1990,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,36,1850,,,36,1850,,,,
7950,3781,Eighteen Hole at Rolling Green Country Club,400 Evergreen Ln,"Medina, Minnesota 55340",55340,(612) 478-6020,18,Charles Maddox,1969,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,7030,133,73.50,72,6604,129,71.60,72,5660,126,72.70,,
7951,3781,The Eighteen Hole at Baker National Golf Course,2935 Parkview Dr,"Medina, Minnesota 55340",55340,(612) 473-0800,18,Dr. Michael Hurdzan,1990,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6762,133,74.20,72,6294,128,71.80,72,5395,129,72.70,,
7952,3782,Meadowlark Country Club,837 Country Club Dr,"Melrose, Minnesota 56352",56352,(320) 256-4989,9,,,Semi-Private,Open,None,Open: 4/01 Closed: 10/10,No,Yes,No,No,$,$,Yes,Yes,,,,,36,3156,111,34.60,36,2574,102,36.00,,
7953,3783,Blueberry Pines Golf Club,Hwy 71 No,"Menahga, Minnesota 56464",56464,(218) 564-4653,18,Joel Goldstrand,1990,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6693,135,72.60,72,6393,132,71.40,72,5024,123,69.50,,
7954,3784,Mendota Heights Par d Golf Course,1695 Dodd Rd,"Mendota Heights, Minnesota 55118",55118,(651) 454-9822,9,,1961,Public,Open,None,Open: 4/15 Closed: 10/31,No,Yes,No,Yes,$,$,No,Yes,,,,,27,1277,,,27,1277,,,,
7955,3784,Mendakota Country Club,2075 Mendakota Dr,"Mendota Heights, Minnesota 55120",55120,(651) 454-4200,18,,1923,Private,Closed,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,No,Yes,No,$,$,Yes,Yes,71,6383,133,70.80,71,6078,130,69.80,71,5259,120,70.90,,
7956,3784,Somerset Country Club,1416 Dodd Rd,"Mendota Heights, Minnesota 55118",55118,(651) 457-1224,18,Seth Raynor,1920,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,No,Yes,72,6728,133,73.50,72,6445,130,72.30,73,5708,134,74.80,,
7957,3785,Milaca Golf Club,Central Ave No,"Milaca, Minnesota 56353",56353,(320) 983-2110,9,,1954,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,35,2963,112,34.10,35,2903,111,33.90,37,2716,121,35.90,,
7958,3786,Columbia Golf Course,3300 Central Ave NE,"Minneapolis, Minnesota 55418",55418,(612) 789-2627,18,,1920,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6371,122,70.00,71,6121,119,68.80,71,5191,117,69.30,,
7959,3786,Francis A. Gross Golf Course,2201 Saint Anthony Blvd,"Minneapolis, Minnesota 55418",55418,(612) 789-2542,18,,1925,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6574,122,70.80,71,6348,120,69.80,71,5257,117,70.70,,
7960,3786,Hiawatha Golf Course,4553 Longfellow Ave S,"Minneapolis, Minnesota 55407",55407,(612) 724-7715,18,,1934,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,73,6645,123,71.20,73,6279,119,69.50,74,5796,125,72.50,,
7961,3786,"Minikahda Club, The",3205 Excelsior Blvd,"Minneapolis, Minnesota 55416",55416,(612) 924-1666,18,Robert Foulis &amp; Willie Watson,1906,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,73,6671,136,72.30,73,6410,134,71.10,73,5289,129,70.60,,
7962,3786,Minneapolis Golf Club,2001 Flag Ave S,"Minneapolis, Minnesota 55426",55426,(612) 544-0021,18,"Willie Park, Jr.",1916,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,No,Yes,72,6882,137,74.30,72,6517,133,72.70,74,5590,133,73.40,,
7963,3787,Countryside Golf Club,E Lyon St,"Minneota, Minnesota 56264",56264,(507) 872-6335,9,,1963,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,36,3260,120,35.30,36,3113,117,34.60,36,2678,116,34.80,,
7964,3788,Glen Lake Golf Course,14350 County Rd 62,"Minnetonka, Minnesota 55345",55345,(612) 934-8644,9,"Williams, Gill &amp; Associates",1997,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,31,1995,100,29.70,31,1756,108,31.80,,
7965,3788,Meadowwoods Golf Course,18300 Ridgewood Rd,"Minnetonka, Minnesota 55345",55345,(612) 470-4000,9,Tim Oconor,1991,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,29,1641,,,29,1466,,,,
7966,3789,Lafayette Club,2800 Northview Rd,"Minnetonka Beach, Minnesota 55391",55391,(612) 471-9600,9,Tom Bendelow,1915,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,31,2148,108,30.60,32,2148,107,32.50,,
7967,3790,Montevideo Country Club,W Hwy 212,"Montevideo, Minnesota 56265",56265,(320) 269-6828,18,Marty Johnson,1923,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6154,116,70.00,72,5735,113,68.10,72,5063,118,69.40,,
7968,3791,Montgomery Golf Club,900 Rogers Dr,"Montgomery, Minnesota 56069",56069,(507) 364-5602,18,Joel Goldstrand,1970,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6540,125,71.50,72,6193,122,69.90,72,5029,125,68.90,,
7969,3792,Gold at Silver Springs Golf Course,1855 County Rd 39 NE,"Monticello, Minnesota 55362",55362,(612) 295-2951,18,Al Joyner,1986,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6730,117,70.80,72,6438,115,69.50,72,5959,121,72.60,,
7970,3792,Monticello Country Club,1201 Golf Course Rd,"Monticello, Minnesota 55362",55362,(612) 295-4653,18,,1986,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6236,123,70.60,71,5872,119,68.90,72,5085,117,69.80,,
7971,3792,Silver at Silver Springs Golf Course,1855 County Rd 39 NE,"Monticello, Minnesota 55362",55362,(612) 295-2951,18,Al Joyner,1976,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6956,118,72.10,72,6622,115,70.50,72,6176,126,73.90,,
7972,3793,Town & Country Golf Course,Rural Route 2,"Moorhead, Minnesota 56560",56560,(218) 233-9063,9,Tom Roel,1966,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,No,,,,,30,1648,,,30,1648,,,,
7973,3793,"Meadows Public Golf Course, The",401 34th St S,"Moorhead, Minnesota 56560",56560,(218) 299-5244,18,Joel Goldstrand,1994,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6862,125,72.20,72,6490,121,70.50,72,5150,114,69.30,,
7974,3793,Moorhead Country Club,N River Dr,"Moorhead, Minnesota 56560",56560,(218) 236-0200,18,,1928,Private,Reciprocal,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6404,129,71.70,72,6019,125,70.10,72,5047,120,70.00,,
7975,3793,Village Green Public Golf Course,3420 Village Green Blvd,"Moorhead, Minnesota 56560",56560,(218) 299-5366,18,Joel Goldstrand,1980,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6763,119,72.00,72,6440,116,70.50,72,5386,114,69.90,,
7976,3794,Moose Lake Golf Club,Hwy 61 S,"Moose Lake, Minnesota 55767",55767,(218) 485-4886,9,,1930,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,34,2447,,,34,2295,,,,
7977,3795,Spring Brook Golf Course,Route 1 County Rd 69,"Mora, Minnesota 55051",55051,(320) 679-2317,18,,1929,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6259,130,71.30,70,5922,127,69.80,70,4721,121,68.90,,
7978,3796,Pomme de Terre Golf Club,Hwy 9 S,"Morris, Minnesota 56267",56267,(320) 589-1009,9,,1920,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,35,2871,123,34.10,37,2413,120,34.20,,
7979,3798,Pine Ridge Golf Club,100 Hillcrest Rd,"Motley, Minnesota 56466",56466,(218) 575-3300,18,Jim Dahl,1996,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,No,Yes,$,$,Yes,Yes,73,6449,124,71.10,73,6145,121,69.90,73,5744,129,72.60,,
7980,3799,Burl Oaks Golf Club,5400 N Arm Dr,"Mound, Minnesota 55364",55364,(612) 472-4909,18,,1971,Private,Closed,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6597,131,72.80,71,6212,127,71.10,72,5355,123,71.90,,
7981,3799,Red Oak Golf Club,855 Red Oak Ln,"Mound, Minnesota 55364",55364,(612) 472-3999,9,,1969,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,No,,,,,27,1208,,,27,1208,,,,
7982,3800,"Bridges of Mounds View, The",8290 Coral Sea Sr,"Mounds View, Minnesota 55449",55449,(612) 785-9063,9,Garrett Gill,1995,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 3/15 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,32,2242,95,30.60,32,2036,91,29.70,32,1701,93,29.30,,
7983,3801,Mountain Lake Golf Course,Lakeshore Dr,"Mountain Lake, Minnesota 56159",56159,(507) 427-3869,9,,1970,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,36,3019,,,36,2803,,,,
7984,3802,Brightwood Hills Golf Course,1975 Silver Lake Rd NW,"New Brighton, Minnesota 55112",55112,(651) 638-2150,9,Leo Johnson,1969,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,,,,,30,1573,92,28.70,30,1384,88,27.80,,
7985,3803,New Hope Village Golf Course,8130 Bass Lake Rd,"New Hope, Minnesota 55428",55428,(612) 531-5178,9,Jim Curtis,1969,Public,Open,"VISA, MasterCard Welcomed",Open: 3/15 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,,,,,27,1389,99,26.70,27,1212,98,26.60,,
7986,3804,Creek's Bend Golf Course,26826 Langford Ave,"New Prague, Minnesota 56071",56071,(612) 758-7200,18,Joel Goldstrand,1995,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 11/10,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6205,124,70.00,72,5860,117,68.30,72,4906,115,68.20,,
7987,3804,New Prague Golf Club,400 Lexington Ave S,"New Prague, Minnesota 56071",56071,(612) 758-3126,18,Bob Pomije,1931,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,No,No,No,$,$,Yes,Yes,72,6335,121,69.50,72,6030,118,68.10,72,5032,116,68.30,,
7988,3805,Riverview Golf Course,Route 2,"New Richland, Minnesota 56072",56072,(507) 465-3516,9,Rich Lorenz,1987,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,,,,,36,3097,129,38.00,36,2799,122,36.30,,
7989,3806,New Ulm Country Club,1 Golf Dr,"New Ulm, Minnesota 56073",56073,(507) 359-4410,18,,1929,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6271,121,71.00,71,6010,119,69.70,72,4973,115,69.50,,
7990,3807,"Woods/Marsh at Pines at Grand View Lodge, The",134 S Nokomis Ave,"Nisswa, Minnesota 56468",56468,(218) 963-0001,18,Joel Goldstrand,1990,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6874,139,73.90,72,6471,136,72.10,72,5134,129,71.30,,
7991,3807,"Marsh/Lakes at Pines at Grand View Lodge, The",134 S Nokomis Ave,"Nisswa, Minnesota 56468",56468,(218) 963-0001,18,Joel Goldstrand,1993,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6883,141,74.30,72,6479,138,72.70,72,5210,132,70.70,,
7992,3807,"Preserve at Pines at Grand View Lodge, The",134 S Nokomis Ave,"Nisswa, Minnesota 56468",56468,(218) 963-0001,18,Mike Morely,1996,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$,$$,Yes,Yes,72,6601,135,71.60,72,6204,132,69.90,72,4816,119,68.80,,
7993,3807,"The Garden at Pines at Grand View Lodge, The",134 S Nokomis Ave,"Nisswa, Minnesota 56468",56468,(218) 963-0001,9,,1967,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,35,2502,,,35,2245,,,,
7994,3807,"Deacon's Lodge at Pines at Grand View Lodge, The",134 S Nokomis Ave,"Nisswa, Minnesota 56468",56468,(218) 963-0001,18,Arnold Palmer,1999,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6964,128,73.80,72,6541,124,71.90,72,5364,121,71.00,,
7995,3807,Birch Bay Resort & Golf Course,1771 Birch Dr W,"Nisswa, Minnesota 56468",56468,(218) 963-4488,9,Bill Harris,1958,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/22 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,36,2905,,,37,2558,,,,
7996,3807,Fritiz's Resort & Golf Course,942 Hwy 371 No,"Nisswa, Minnesota 56468",56468,(218) 568-8988,9,Richard Moran,1974,Resort,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,30,1122,,,30,1122,,,,
7997,3807,"Lakes/Woods at Pines at Grand View Lodge, The",134 S Nokomis Ave,"Nisswa, Minnesota 56468",56468,(218) 963-0001,18,Joel Goldstrand,1990,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6837,137,74.20,72,6452,134,72.40,72,5112,128,70.60,,
7998,3808,North Branch Golf Course,1256 County Rd 30,"North Branch, Minnesota 55056",55056,(651) 674-9989,9,,1938,Public,Open,"VISA, MasterCard Welcomed",Open: 4/13 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2898,122,33.90,36,2620,123,34.90,,
8000,3809,Willinger's Golf Club,6900 Canby Trl,"Northfield, Minnesota 55057",55057,(612) 652-2500,18,Garrett Gill &amp; George B. Williams,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6711,140,73.30,72,6233,136,71.10,72,5166,130,71.60,,
8001,3810,North Links Golf Course,RFD 2,"North Mankato, Minnesota 56003",56003,(507) 947-3355,18,Patrick Wyss,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6073,117,69.10,72,5624,113,67.00,72,4659,114,67.00,,
8002,3811,North Oaks Golf Club,54 E Oaks Rd,"North Oaks, Minnesota 55127",55127,(651) 484-6311,18,Stanley Thompson,1951,Private,Closed,None,year round,Yes,No,Yes,No,$$,$$,Yes,Yes,71,6622,133,72.50,71,6383,131,71.50,74,5862,135,74.50,,
8003,3812,Oak Marsh Golf Course,526 Inwood Ave No,"Oakdale, Minnesota 55128",55128,(651) 730-8886,18,Matt Eccles &amp; Wendell Pittenger,1996,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6184,117,69.30,70,5793,113,67.50,70,4648,108,66.20,,
8004,3812,Oakdale Par d,5585 Golfview Ave No,"Oakdale, Minnesota 55128",55128,(651) 773-3494,9,,,Public,Open,None,Open: 3/29 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,,,,,27,1310,,,27,1135,,,,
8005,3813,Olivia Golf Club,512 S 6th St,"Olivia, Minnesota 56277",56277,(320) 523-2313,9,,1955,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,No,Yes,No,$,$,Yes,Yes,36,3279,125,36.10,36,3171,123,35.70,36,2668,118,35.90,,
8006,3814,Black Brook at Izatys Golf & Yacht Club,40005 85th Ave,"Onamia, Minnesota 56359",56359,(320) 532-3101,18,John Harbottle,1999,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$$,Yes,Yes,72,6867,140,74.20,72,6391,136,72.10,72,5119,122,71.10,,
8007,3814,Sanctuary at Izatys Golf & Yacht Club,40005 85th Ave,"Onamia, Minnesota 56359",56359,(320) 532-3101,18,John Harbottle,1998,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$$,Yes,Yes,72,6646,134,72.60,72,6169,129,70.50,72,5075,125,70.30,,
8008,3815,Lakeview Golf Course,409 N Arm Dr,"Orono, Minnesota 55364",55364,(612) 472-3459,18,Russ Wenkstern,1965,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,70,5468,108,65.80,70,5236,107,64.90,70,4882,109,67.10,,
8009,3816,Ortonville Golf Club,Golf Course Rd,"Ortonville, Minnesota 56278",56278,(320) 839-3606,18,,1941,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6182,117,68.90,72,6001,111,68.10,72,5419,115,70.60,,
8010,3817,Osakis Country Club,Hwy 27 E,"Osakis, Minnesota 56360",56360,(320) 859-2140,9,Willie Kidd,1962,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,,,,,36,2952,119,34.30,37,2611,126,35.20,,
8011,3818,Havana Hills Par d Golf,Rural Route 4,"Owatonna, Minnesota 55060",55060,(507) 451-2577,9,,1974,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/01,Yes,Yes,Yes,No,$,$,No,Yes,,,,,27,1140,,,27,1140,,,,
8012,3818,Hidden Creek Golf Course,4989 E Rose St,"Owatonna, Minnesota 55060",55060,(507) 444-9229,18,Randy Nelson,1996,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,7002,126,73.50,72,6220,119,70.30,72,4554,110,66.20,,
8013,3818,Brooktree Golf Course,1369 Cherry St,"Owatonna, Minnesota 55060",55060,(507) 444-2467,18,,1957,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,71,6684,122,72.10,71,6374,120,70.80,72,5534,122,71.60,,
8014,3818,Owatonna Country Club,Lemond Rd,"Owatonna, Minnesota 55060",55060,(507) 451-6120,18,Joel Goldstrand,1973,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6296,132,71.80,71,6081,130,70.80,72,5358,132,72.40,,
8015,3819,Brookside Resort,Hwy 50,"Park Rapids, Minnesota 56470",56470,(218) 732-4093,9,,1972,Resort,Open,"VISA, MasterCard Welcomed",Open: 5/01 Closed: 10/01,No,Yes,No,No,$,$,No,No,,,,,27,1370,,,27,1370,,,,
8016,3819,Eagle View Golf Course,Hwy 71 No,"Park Rapids, Minnesota 56470",56470,(218) 732-7102,18,Dean Brose,1970,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,64,3617,83,56.70,64,3364,87,58.10,,
8017,3819,Headwaters Golf & Country Club,County Rd 1,"Park Rapids, Minnesota 56470",56470,(218) 732-4832,18,,1920,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6506,130,70.70,72,6259,127,70.60,72,5382,123,71.70,,
8018,3820,Koronis Hills Golf Club,Hwy 23 W,"Paynesville, Minnesota 56362",56362,(320) 243-4111,18,,1930,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6260,121,70.00,71,6060,119,69.00,72,5040,121,69.50,,
8019,3821,Birchwood Golf Course,Golf Course Rd,"Pelican Rapids, Minnesota 56572",56572,(218) 863-6486,9,,1930,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/01,Yes,Yes,No,Yes,$,$,Yes,Yes,,,,,34,2448,112,32.10,35,2367,115,33.70,,
