course_id,city_id,course,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat,state_id,city_title,city_count,city_slug,state,state_count,state_slug,c_city,city
15145,7866,"Pines Country Club, The",3062 Point Marion Rd,"Morgantown, West Virginia 26505",26505,(304) 296-3464,18,Ed Ault,1968,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,71,6740,129,72.50,71,6333,126,70.60,72,5455,126,72.30,,,51,Morgantown,5,morgantown,West Virginia,110,westvirginia,Morgantown,Morgantown
15147,7867,Moundsville Country Club,Rural Route 4,"Moundsville, West Virginia 26041",26041,(304) 845-2153,18,,1940,Private,Closed,None,year round,Yes,No,Yes,No,$,$,No,Yes,70,6317,124,70.50,70,6051,120,69.00,71,5490,114,71.10,,,51,Moundsville,1,moundsville,West Virginia,110,westvirginia,Moundsville,Moundsville
15149,7869,Twin Falls State Park,Route 97,"Mullens, West Virginia 25882",25882,(304) 294-4044,18,Geoffrey Cornish,1968,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,No,Yes,Yes,Yes,$,$,Yes,Yes,71,6382,132,71.30,71,5978,128,69.40,71,5202,124,70.30,,,51,Mullens,1,mullens,West Virginia,110,westvirginia,Mullens,Mullens
15150,7870,Mountaineers Woodview Golf Course,Ballentine Rd,"New Cumberland, West Virginia 26047",26047,(304) 564-5765,18,Robert Hillis,1955,Public,Open,"VISA, MasterCard Welcomed",Open: 3/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6077,118,69.30,71,5749,113,67.90,72,5295,109,71.00,,,51,New Cumberland,1,newcumberland,West Virginia,110,westvirginia,New Cumberland,New Cumberland
15152,7872,Scarlet Oaks Country Club,1 Dairy Rd,"Nitro, West Virginia 25143",25143,(304) 755-8079,18,"Bill, Tim & Randy McDavid",,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,72,6575,132,72.30,72,6021,127,69.80,72,5033,109,69.30,,,51,Nitro,1,nitro,West Virginia,110,westvirginia,Nitro,Nitro
15155,7875,South Hills Golf Club,1253 Gihon Rd,"Parkersburg, West Virginia 26101",26101,(304) 422-8381,18,,1953,Semi-Private,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6442,126,71.20,71,5936,123,69.60,71,4844,115,70.30,,,51,Parkersburg,2,parkersburg,West Virginia,110,westvirginia,Parkersburg,Parkersburg
15156,7875,Worthington Golf Club,3414 Roseland Ave,"Parkersburg, West Virginia 26104",26104,(304) 428-4297,18,A. P. Taylor,1941,Public,Open,"VISA, MasterCard, Discover Welcomed",year round,No,Yes,No,No,$,$,Yes,Yes,71,6106,108,68.00,71,5863,103,66.80,71,4967,107,67.10,,,51,Parkersburg,2,parkersburg,West Virginia,110,westvirginia,Parkersburg,Parkersburg
15158,7877,Fountain Springs Golf Course,US Route 219,"Peterstown, West Virginia 24963",24963,(304) 753-4653,18,Russell Breeden,1998,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6278,120,70.40,71,5904,116,67.60,71,4668,103,64.30,,,51,Peterstown,1,peterstown,West Virginia,110,westvirginia,Peterstown,Peterstown
15161,7879,Eighteen Hole Regulation at Pipestem State Park Resort,Route 20,"Pipestem, West Virginia 25979",25979,(304) 466-1800,18,Geoffrey Cornish,1968,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6884,124,72.40,72,6131,115,68.70,72,5623,117,72.00,,,51,Pipestem,2,pipestem,West Virginia,110,westvirginia,Pipestem,Pipestem
15165,7883,Greenhills Country Club,Route 56,"Ravenswood, West Virginia 26164",26164,(304) 273-4121,18,Paul Lemon,1959,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,No,Yes,Yes,$,$,Yes,Yes,72,6252,119,68.60,72,5973,115,67.10,74,5192,108,69.00,,,51,Ravenswood,1,ravenswood,West Virginia,110,westvirginia,Ravenswood,Ravenswood
15170,7889,Cress Creek Golf & Country Club,100 Cress Creek Dr,"Shepherdstown, West Virginia 25443",25443,(304) 876-2544,18,Robert Elder,1988,Private,Closed,None,year round,Yes,No,Yes,No,$,$,Yes,Included in fee,72,6534,125,73.40,72,6025,121,72.60,72,5104,118,70.00,,,51,Shepherdstown,1,shepherdstown,West Virginia,110,westvirginia,Shepherdstown,Shepherdstown
15171,7890,Edgewood Country Club,2251 Derricks Creek Rd,"Sissonville, West Virginia 25320",25320,(304) 984-9207,18,George Cobb,1972,Private,Closed,None,year round,Yes,No,Yes,No,$,$,Yes,Included in fee,72,6923,129,73.20,72,6511,125,71.20,72,4948,113,68.10,,,51,Sissonville,1,sissonville,West Virginia,110,westvirginia,Sissonville,Sissonville
15173,7892,Hawthorne Valley Golf Course at Snowshoe Resort,Snowshoe Rd,"Snowshoe, West Virginia 26209",26209,(304) 572-1000,18,Gary Player,1993,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 5/01 Closed: 10/31,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7045,139,74.90,72,6397,131,71.40,72,4363,113,65.40,,,51,Snowshoe,1,snowshoe,West Virginia,110,westvirginia,Snowshoe,Snowshoe
15178,7897,Alpine Lake Resort,700 West Alpine Dr.,"Terra Alta, WV 26764",26764,,18,Ron Forse,1992,Resort,Open,Amex MasterCard Visa Discover card(s) Welcomed,May 1 to October 31,Yes,Yes,No,No,$,$,Yes,Yes,72,6069,122,69.10,72,5562,116,66.70,73,4902,111,68.80,,,51,Terra Alta,1,terraalta,West Virginia,110,westvirginia,Terra Alta,Terra Alta
15181,7899,Parkersburg Country Club,4910 1St Ave,"Vienna, West Virginia 26105",26105,(304) 295-8551,18,Dr. Michael Hurdzan,1902,Private,Reciprocal,None,year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6529,129,71.60,72,6185,123,70.20,74,5232,116,70.40,,,51,Vienna,2,vienna,West Virginia,110,westvirginia,Vienna,Vienna
15182,7900,Golf Club of West Virginia,Route 31,"Waverly, West Virginia 26184",26184,(304) 464-4420,18,,1940,Public,Open,"VISA, MasterCard, Discover Welcomed",year round,No,Yes,Yes,Yes,$,$,Yes,Included in fee,70,6018,116,68.90,70,5568,116,66.70,71,5011,109,67.90,,,51,Waverly,1,waverly,West Virginia,110,westvirginia,Waverly,Waverly
15183,7901,Pleasant Valley Country Club,Culler Rd,"Weirton, West Virginia 26052",26052,(304) 723-0070,18,Alister Mackenzie,1973,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,No,Yes,No,Yes,$,$,No,Yes,70,5880,124,68.50,70,5538,118,67.50,72,5098,110,68.20,,,51,Weirton,2,weirton,West Virginia,110,westvirginia,Weirton,Weirton
15184,7901,Williams Country Club,Williams Blvd,"Weirton, West Virginia 26062",26062,(304) 748-2340,18,Emil Loeffler & John McGlynn,1931,Private,Closed,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6621,129,72.60,72,6292,125,71.10,72,5426,118,71.30,,,51,Weirton,2,weirton,West Virginia,110,westvirginia,Weirton,Weirton
15186,7903,Deerfield Golf Course,New Jackson Mill Rd,"Weston, West Virginia 26452",26452,(304) 269-1139,9,,,Semi-Private,Open,None,year round,No,Yes,Yes,Yes,$,$,No,Yes,36,3405,120,36.50,36,3208,118,35.50,36,2827,110,34.20,,,51,Weston,1,weston,West Virginia,110,westvirginia,Weston,Weston
15188,7904,Crispin at Oglebay Golf Course at Oglebay Resort,Route 88 N Oglebay,"Wheeling, West Virginia 26003",26003,(304) 243-4050,18,Robert Biery,1936,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 3/01 Closed: 11/30,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,5627,109,66.60,71,5384,108,65.10,71,4993,108,68.40,,,51,Wheeling,3,wheeling,West Virginia,110,westvirginia,Wheeling,Wheeling
15189,7904,Wheeling Country Club,Bethany Pike Route 88,"Wheeling, West Virginia 26003",26003,(304) 232-2020,18,Devereux Emmet,1902,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Yes,70,6044,121,68.70,72,5307,114,65.20,72,5261,115,69.80,,,51,Wheeling,3,wheeling,West Virginia,110,westvirginia,Wheeling,Wheeling
15192,7907,"Meadows at Greenbrier, The",300 W Main St,"White Sulphur Springs, West Virginia 24986",24986,(304) 536-7862,18,Dick Wilson,1963,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,71,6807,132,72.40,71,6420,126,71.00,71,5001,115,68.50,,,51,White Sulphur Springs,4,whitesulphursprings,West Virginia,110,westvirginia,White Sulphur Springs,White Sulphur Springs
15193,7907,"Old White at Greenbrier, The",300 W Main St,"White Sulphur Springs, West Virginia 24986",24986,(304) 536-7862,18,Charles Macdonald & Seth Raynor,1913,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,70,6652,128,72.00,70,6365,127,70.70,70,5179,119,69.70,,,51,White Sulphur Springs,4,whitesulphursprings,West Virginia,110,westvirginia,White Sulphur Springs,White Sulphur Springs
15194,7907,"Greenbrier at Greenbrier, The",300 W Main St,"White Sulphur Springs, West Virginia 24986",24986,(304) 536-7862,18,George O'Neil,1925,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,72,6675,135,73.10,72,6377,133,71.50,72,5095,118,69.80,,,51,White Sulphur Springs,4,whitesulphursprings,West Virginia,110,westvirginia,White Sulphur Springs,White Sulphur Springs
15199,7910,Hillcrest Golf & Country Club,2333 N Hillcrest Pkwy,"Altoona, Wisconsin 54720",54720,(715) 832-2929,18,,,Private,Reciprocal,"VISA, MasterCard, Amex, Discover Welcomed",Open: 3/15 Closed: 10/15,Yes,No,Yes,No,$,$,Yes,Included in fee,72,6420,127,70.90,72,6072,123,69.30,73,5275,121,70.20,,,52,Altoona,1,altoona,Wisconsin,509,wisconsin,Altoona,Altoona
15200,7911,Amery Golf Club,601 Deronda St,"Amery, Wisconsin 54001",54001,(715) 268-7213,18,,1922,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,No,Yes,Yes,$,$,Yes,Yes,71,6286,122,69.40,71,5956,119,68.00,72,5289,119,69.60,,,52,Amery,1,amery,Wisconsin,509,wisconsin,Amery,Amery
15201,7912,Riverview Golf Course,W11817 Highland Rd,"Antigo, Wisconsin 54409",54409,(715) 623-2663,9,,1963,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3131,119,34.90,36,2975,115,34.20,36,2718,118,35.60,,,52,Antigo,1,antigo,Wisconsin,509,wisconsin,Antigo,Antigo
15203,7913,Chaska Golf Course,Hwy 10 at Hwy 45,"Appleton, Wisconsin 54912",54912,(920) 757-5757,18,Larry Packard,1975,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6912,129,72.80,72,6539,125,71.10,72,5864,126,73.20,,,52,Appleton,4,appleton,Wisconsin,509,wisconsin,Appleton,Appleton
15207,7915,Arcadia Country Club,Hwy 95 & Hwy 93,"Arcadia, Wisconsin 54612",54612,(608) 323-3626,9,,1929,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,35,2854,109,33.10,35,2751,107,32.60,35,2518,103,31.60,,,52,Arcadia,1,arcadia,Wisconsin,509,wisconsin,Arcadia,Arcadia
15208,7916,Ashland Elks Golf Club,Hwy 137,"Ashland, Wisconsin 54806",54806,(715) 682-8004,18,Sandy Camble,1925,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6566,126,70.70,72,6257,123,69.30,72,5134,120,70.20,,,52,Ashland,1,ashland,Wisconsin,509,wisconsin,Ashland,Ashland
15209,7917,Prairie Woods Golf Course,12601 County Hwy A E,"Avalon, Wisconsin 53505",53505,(608) 883-6500,18,Mattingly Kuehn Golf Design,1995,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6016,118,69.00,71,5520,113,66.70,71,4651,111,66.70,,,52,Avalon,1,avalon,Wisconsin,509,wisconsin,Avalon,Avalon
15211,7919,Five Flags Country Club Estates,1855 145th St,"Balsam Lake, Wisconsin 54810",54810,(715) 825-2141,9,,1987,Public,Open,None,Open: 4/01 Closed: 10/31,No,Yes,No,No,$,$,Yes,Yes,36,3136,115,34.70,36,3027,113,34.20,36,2727,122,37.00,,,52,Balsam Lake,1,balsamlake,Wisconsin,509,wisconsin,Balsam Lake,Balsam Lake
15213,7920,Baraboo Country Club,1010 Lake St,"Baraboo, Wisconsin 53913",53913,(608) 356-8195,18,Larry Packard,1961,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6570,124,71.30,72,6286,121,70.00,72,5681,124,72.50,,,52,Baraboo,2,baraboo,Wisconsin,509,wisconsin,Baraboo,Baraboo
15214,7921,Rolling Oaks Golf Club,440 W Division Ave,"Barron, Wisconsin 54812",54812,(715) 537-3409,9,,1980,Public,Open,None,Open: 4/01 Closed: 10/01,No,Yes,No,No,$,$,Yes,Yes,35,3064,122,35.00,35,2882,119,34.20,35,2372,110,33.80,,,52,Barron,1,barron,Wisconsin,509,wisconsin,Barron,Barron
15216,7923,Apostle Highlands Golf Course,1433 Apostle Highlands Dr,"Bayfield, Wisconsin 54814",54814,(715) 779-5960,18,,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6332,124,70.50,72,5887,120,68.40,72,5127,118,69.50,,,52,Bayfield,1,bayfield,Wisconsin,509,wisconsin,Bayfield,Bayfield
15217,7924,Old Hickory Country Club,7596 Hwy 33 E,"Beaver Dam, Wisconsin 53916",53916,(920) 887-7577,18,Tom Bendelow,1920,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6721,129,72.60,72,6428,126,71.20,72,5374,124,71.20,,,52,Beaver Dam,2,beaverdam,Wisconsin,509,wisconsin,Beaver Dam,Beaver Dam
15219,7925,Country Club of Beloit,2327 Riverside Dr,"Beloit, Wisconsin 53511",53511,(608) 364-9011,18,Stanley Pelchar,1929,Private,Reciprocal,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/15,Yes,Yes,Yes,No,$,$,No,Yes,71,6656,125,71.80,71,6429,124,70.80,71,5298,119,70.00,,,52,Beloit,3,beloit,Wisconsin,509,wisconsin,Beloit,Beloit
15222,7926,White/Blue at Mascoutin Golf Club,County Truck A off Hwy 49,"Berlin, Wisconsin 54923",54923,(920) 361-2360,18,Larry & Roger Packard,1973,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6860,130,72.90,72,6348,125,70.40,72,5009,119,68.90,,,52,Berlin,3,berlin,Wisconsin,509,wisconsin,Berlin,Berlin
15223,7926,Red/White at Mascoutin Golf Club,County Truck A off Hwy 49,"Berlin, Wisconsin 54923",54923,(920) 361-2360,18,Rick Jacobson,1998,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6821,130,72.80,72,6465,127,71.20,72,5133,122,69.90,,,52,Berlin,3,berlin,Wisconsin,509,wisconsin,Berlin,Berlin
15224,7926,Blue/Red at Mascoutin Golf Club,County Truck A off Hwy 49,"Berlin, Wisconsin 54923",54923,(920) 361-2360,18,Rick Jacobson,1998,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6883,130,72.90,72,6341,125,70.40,72,5118,120,69.40,,,52,Berlin,3,berlin,Wisconsin,509,wisconsin,Berlin,Berlin
15225,7927,Oaks at Edgewood Golf Course,W240 S10050 Castle Rd,"Big Bend, Wisconsin 53103",53103,(262) 662-3110,18,Fred Millies,1998,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6783,134,72.30,72,6414,130,71.60,72,5411,126,70.80,,,52,Big Bend,2,bigbend,Wisconsin,509,wisconsin,Big Bend,Big Bend
15226,7927,Pines at Edgewood Golf Course,W240 S10050 Castle Rd,"Big Bend, Wisconsin 53103",53103,(262) 662-3110,18,Fred Millies,1969,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6551,122,70.70,72,6262,119,69.30,72,5386,117,69.90,,,52,Big Bend,2,bigbend,Wisconsin,509,wisconsin,Big Bend,Big Bend
15228,7929,Skyline Golf Course,11th and Golf Rd,"Black River Falls, Wisconsin 54615",54615,(715) 284-2613,18,,1960,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6371,123,70.60,72,5860,119,68.30,72,5084,112,69.40,,,52,Black River Falls,1,blackriverfalls,Wisconsin,509,wisconsin,Black River Falls,Black River Falls
15232,7933,Bristol Oaks Country Club,State Hwy 50,"Bristol, Wisconsin 53104",53104,(262) 857-2302,18,,1970,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6319,117,69.20,72,5960,113,67.80,72,5437,118,71.40,,,52,Bristol,1,bristol,Wisconsin,509,wisconsin,Bristol,Bristol
15234,7935,Brookfield Hills Golf Club,16075 Pinehurst Dr,"Brookfield, Wisconsin 53005",53005,(262) 782-0885,18,Robert von Hagge,1971,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,62,4925,100,61.50,62,4430,96,60.10,62,3945,92,58.30,,,52,Brookfield,2,brookfield,Wisconsin,509,wisconsin,Brookfield,Brookfield
15235,7935,Westmoor Country Club,400 S Moorland Rd,"Brookfield, Wisconsin 53005",53005,(262) 796-7800,18,,1926,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$$,$$,Yes,Yes,71,6745,132,73.10,71,6454,129,71.90,73,5812,130,74.20,,,52,Brookfield,2,brookfield,Wisconsin,509,wisconsin,Brookfield,Brookfield
15238,7938,Lakewoods Forest Ridges Golf Course,Hwy M,"Cable, Wisconsin 54821",54821,(715) 794-2698,18,Joel Goldstrand,1993,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$$,Yes,Included in fee,71,6069,137,70.90,71,5674,133,69.20,71,4465,123,66.90,,,52,Cable,3,cable,Wisconsin,509,wisconsin,Cable,Cable
15240,7938,Telemark Country Club,Telemark Rd,"Cable, Wisconsin 54821",54821,(715) 798-3104,18,,,Resort,Open,"VISA, MasterCard, Amex Welcomed",Open: 5/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6403,128,70.60,72,6170,123,69.30,72,5691,119,67.00,,,52,Cable,3,cable,Wisconsin,509,wisconsin,Cable,Cable
15241,7939,Whispering Pines Golf Course,Country Hwy X,"Cadott, Wisconsin 54727",54727,(715) 289-4653,18,Gordon Emerson,1987,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6678,122,71.60,72,6010,116,68.50,72,4986,113,68.50,,,52,Cadott,1,cadott,Wisconsin,509,wisconsin,Cadott,Cadott
15245,7943,Branch River Country Club,3212 N Union Rd,"Cato, Wisconsin 54230",54230,(920) 684-3319,18,William Diddel,1950,Private,Closed,None,Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6696,122,71.60,72,6450,120,70.50,72,5560,123,71.40,,,52,Cato,1,cato,Wisconsin,509,wisconsin,Cato,Cato
15246,7944,Golden Sands Golf Community,300 Nabor Rd,"Cecil, Wisconsin 54111",54111,(715) 745-2189,18,,1970,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6122,117,69.20,71,5862,114,68.00,72,4888,113,68.50,,,52,Cecil,1,cecil,Wisconsin,509,wisconsin,Cecil,Cecil
15248,7945,Sioux Creek Golf Course,568 23rd St,"Chetek, Wisconsin 54728",54728,(715) 924-3139,9,Lee Johnson,1993,Public,Open,None,Open: 4/01 Closed: 10/31,Yes,Yes,No,No,$,$,Yes,Yes,36,2938,112,34.10,36,2787,111,33.90,36,2631,107,32.60,,,52,Chetek,2,chetek,Wisconsin,509,wisconsin,Chetek,Chetek
15250,7947,Lake Wissota Golf,16108 97th Ave S,"Chippewa Falls, Wisconsin 54729",54729,(715) 382-4780,18,Don Stepanik,1997,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6015,120,68.40,71,5653,116,66.70,72,4806,108,62.80,,,52,Chippewa Falls,4,chippewafalls,Wisconsin,509,wisconsin,Chippewa Falls,Chippewa Falls
15251,7947,Hallie Golf Club,2196 100th St,"Chippewa Falls, Wisconsin 54729",54729,(715) 723-8524,18,,,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,70,5787,120,67.50,70,5334,116,65.60,70,4822,112,63.10,,,52,Chippewa Falls,4,chippewafalls,Wisconsin,509,wisconsin,Chippewa Falls,Chippewa Falls
15252,7947,Ojibwa Golf & Bowl,Hwy 124,"Chippewa Falls, Wisconsin 54729",54729,(715) 723-8823,9,Carl Kleinheinz,1928,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/31,No,Yes,No,No,$,$,Yes,Yes,35,2882,110,33.10,35,2704,106,32.30,35,2464,102,31.40,,,52,Chippewa Falls,4,chippewafalls,Wisconsin,509,wisconsin,Chippewa Falls,Chippewa Falls
15254,7948,Clear Lake Golf Club,250 Golf Dr,"Clear Lake, Wisconsin 54005",54005,(715) 263-2500,9,,1967,Semi-Private,Open,None,Open: 4/15 Closed: 10/15,Yes,No,No,No,$,$,Yes,Yes,36,3014,117,34.40,36,2839,114,33.60,37,2618,113,34.80,,,52,Clear Lake,1,clearlake,Wisconsin,509,wisconsin,Clear Lake,Clear Lake
15255,7949,Clintonville Riverside Golf Club,"100 Club House Drive,Clintonville, WI 54929",Waupaca County,54929,,18,Art Johnson,1929,Semi-Private,Open,"VISA, Master Card & Discover",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,70,6131,122,69.2,71,5742,120,67.2,71,5094,112,68.6,,,52,Clintonville,1,clintonville,Wisconsin,509,wisconsin,,Clintonville
15257,7951,Whitetail Golf Course,E8414 760th Ave,"Colfax, Wisconsin 54730",54730,(715) 962-3888,18,Lyle Pelke,1969,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,71,6338,117,69.90,71,6013,114,68.40,71,5019,104,63.90,,,52,Colfax,1,colfax,Wisconsin,509,wisconsin,Colfax,Colfax
15259,7953,Championship at Door Creek Golf Course,4321 Vilas Rd,"Cottage Grove, Wisconsin 53527",53527,(608) 839-5656,18,Jim Bradt,1990,Public,Open,"VISA, MasterCard Welcomed",Open: 3/15 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6475,119,70.50,71,6067,116,68.90,71,5189,111,69.70,,,52,Cottage Grove,2,cottagegrove,Wisconsin,509,wisconsin,Cottage Grove,Cottage Grove
15265,7954,Hunter's Glen Golf Club,W7572 Old Rd,"Crivitz, Wisconsin 54114",54114,(715) 854-8008,18,Rick Jacobson,1998,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,No,No,No,$,$,Yes,Yes,72,6395,121,70.50,72,6004,117,68.70,72,4746,112,66.90,,,52,Crivitz,5,crivitz,Wisconsin,509,wisconsin,Crivitz,Crivitz
15268,7957,Cumberland Golf Club,2501 5th St,"Cumberland, Wisconsin 54829",54829,(715) 822-4333,18,Don Herfort,1990,Public,Open,"VISA, MasterCard Welcomed",Open: 5/15 Closed: 9/15,Yes,Yes,No,No,$,$,Yes,Yes,72,6271,129,70.70,72,5995,126,69.50,71,5006,116,70.10,,,52,Cumberland,1,cumberland,Wisconsin,509,wisconsin,Cumberland,Cumberland
15271,7959,Voyager at Voyager Village Country Club,28851 Kilkare Rd,"Danbury, Wisconsin 54830",54830,(715) 259-3911,18,William J. Spear,1971,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6638,123,71.60,72,6366,121,70.40,72,5711,122,72.40,,,52,Danbury,3,danbury,Wisconsin,509,wisconsin,Danbury,Danbury
15274,7961,Antigo-Bass Lake Country Club,W 10650 Bass Lake Rd,"Deerbrook, Wisconsin 54424",54424,(715) 623-6196,18,Larry Packard,1961,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6166,122,69.80,71,5913,120,68.60,71,5301,120,70.20,,,52,Deerbrook,1,deerbrook,Wisconsin,509,wisconsin,Deerbrook,Deerbrook
15276,7963,Delbrook Golf Club,700 S 2nd St,"Delavan, Wisconsin 53115",53115,(262) 728-3966,18,James Foulis,1929,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 10/15,No,Yes,Yes,No,$,$,Yes,Yes,72,6519,123,70.80,72,6315,121,69.90,72,5599,121,71.30,,,52,Delavan,2,delavan,Wisconsin,509,wisconsin,Delavan,Delavan
15277,7963,Lake Lawn Resort,Hwy 50,"Delavan, Wisconsin 53115",53115,(262) 728-7950,18,Dick Nugent,1928,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 3/15 Closed: 11/15,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,70,6201,124,70.00,70,5849,120,68.40,70,5054,116,69.40,,,52,Delavan,2,delavan,Wisconsin,509,wisconsin,Delavan,Delavan
15278,7964,Twin Oaks Country Club,4871 County Hwy R,"Denmark, Wisconsin 54208",54208,(920) 863-2716,18,,1969,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6468,116,69.60,72,6088,112,67.90,72,5214,103,68.30,,,52,Denmark,1,denmark,Wisconsin,509,wisconsin,Denmark,Denmark
